LWOX,GX56jMII2FU,"[2, 30, 64, 149]",
E4Tb,0FA46jFSnb4,"[2, 544, 1449]",
3lTb,6GGg3_R2gKY,[16],
BrTb,6MVbXfdDA_w,"[3, 4, 9, 13, 38, 188]",
9XTb,oSy1WvaNsbw,"[6, 8, 206, 650]",
K1Tb,oZUEVFryOyw,[3441],
OjTb,Lmh1VLqhhrQ,"[21, 23, 24, 115, 1329]","[{'text': 'this Alka to connect up galaxy flex', 'start': 0.979, 'duration': 6.811}, {'text': 'panel to use the g8 remote control up', 'start': 4.529, 'duration': 7.891}, {'text': 'first of all we connect up this comms', 'start': 7.79, 'duration': 7.259}, {'text': 'module here with your Ethernet cable', 'start': 12.42, 'duration': 6.96}, {'text': 'your power that goes through to your', 'start': 15.049, 'duration': 8.23}, {'text': 'control panel and this one will be from', 'start': 19.38, 'duration': 6.96}, {'text': 'your actual power supply that supplies', 'start': 23.279, 'duration': 6.811}, {'text': 'the panel with power this cable up here', 'start': 26.34, 'duration': 6.84}, {'text': 'is a jumper cable that connects to this', 'start': 30.09, 'duration': 6.3}, {'text': 'part of the board here and making sure', 'start': 33.18, 'duration': 7.53}, {'text': 'that this p3 power link is on here once', 'start': 36.39, 'duration': 7.02}, {'text': ""you've done this you can go to option 72"", 'start': 40.71, 'duration': 6.81}, {'text': 'go to network automatic detect and you', 'start': 43.41, 'duration': 10.59}, {'text': 'should detect an extra comms module next', 'start': 47.52, 'duration': 8.55}, {'text': 'go to the website your phone either', 'start': 54.0, 'duration': 5.76}, {'text': 'Google Play or Apple iPhone and search', 'start': 56.07, 'duration': 9.869}, {'text': 'for ugh remote control or Honeywell it', 'start': 59.76, 'duration': 9.09}, {'text': 'usually shows it as an app with an RC', 'start': 65.939, 'duration': 8.661}, {'text': 'logo within the actual itself and', 'start': 68.85, 'duration': 9.87}, {'text': 'download it in your normal way and it', 'start': 74.6, 'duration': 9.76}, {'text': 'should be a free application and the', 'start': 78.72, 'duration': 8.7}, {'text': 'icon will look something like this one', 'start': 84.36, 'duration': 8.7}, {'text': ""here with the GX remote control I'll see"", 'start': 87.42, 'duration': 9.96}, {'text': 'that very well I love the red RC in the', 'start': 93.06, 'duration': 7.83}, {'text': 'middle of it anyway down low down', 'start': 97.38, 'duration': 12.57}, {'text': 'install it next go to menu option 50 6.4', 'start': 100.89, 'duration': 13.589}, {'text': 'and turn on direct access and enable via', 'start': 109.95, 'duration': 7.16}, {'text': 'ethernet', 'start': 114.479, 'duration': 2.631}, {'text': 'the next part here you will need to', 'start': 117.75, 'duration': 7.0}, {'text': 'actually connect to the actual unit', 'start': 121.21, 'duration': 12.27}, {'text': 'itself next you need to open the app and', 'start': 124.75, 'duration': 13.29}, {'text': 'first of all connect to the Wi-Fi', 'start': 133.48, 'duration': 6.03}, {'text': 'network that you are actually going to', 'start': 138.04, 'duration': 5.61}, {'text': 'connect to on this first line here once', 'start': 139.51, 'duration': 5.729}, {'text': ""you've connected to the Wi-Fi that your"", 'start': 143.65, 'duration': 4.11}, {'text': 'panel is connected to is select what', 'start': 145.239, 'duration': 4.08}, {'text': ""type of panel you're actually using the"", 'start': 147.76, 'duration': 4.68}, {'text': 'flex 20 the option are you going to', 'start': 149.319, 'duration': 6.241}, {'text': 'connect to over Wi-Fi and click on OK', 'start': 152.44, 'duration': 7.74}, {'text': ""the password you don't need to enter the"", 'start': 155.56, 'duration': 6.42}, {'text': 'pin is the pin that you would generate', 'start': 160.18, 'duration': 5.91}, {'text': 'and use in the keypad and the user', 'start': 161.98, 'duration': 6.06}, {'text': 'number index is where it is actually', 'start': 166.09, 'duration': 5.16}, {'text': ""saved so for example if that's dubby"", 'start': 168.04, 'duration': 6.449}, {'text': 'user 23 and the IP address of the', 'start': 171.25, 'duration': 4.739}, {'text': ""ethernet module that you've programmed"", 'start': 174.489, 'duration': 5.61}, {'text': 'in under the communications option in', 'start': 175.989, 'duration': 9.571}, {'text': ""the main panel once you've connected"", 'start': 180.099, 'duration': 7.911}, {'text': 'successfully', 'start': 185.56, 'duration': 2.45}, {'text': 'you should get this icon here will show', 'start': 196.73, 'duration': 5.58}, {'text': ""you it moment and the system's onset now"", 'start': 199.04, 'duration': 7.02}, {'text': 'just to prove that it works I can do the', 'start': 202.31, 'duration': 8.45}, {'text': 'code and press a', 'start': 206.06, 'duration': 4.7}, {'text': 'yeah', 'start': 219.31, 'duration': 2.54}, {'text': ""confessing the Abel's in there allow the"", 'start': 245.64, 'duration': 7.16}, {'text': 'system to instant set', 'start': 248.97, 'duration': 3.83}, {'text': 'and then we can do same again', 'start': 255.8, 'duration': 3.95}, {'text': 'to disarm the system now there is an', 'start': 263.24, 'duration': 8.97}, {'text': 'option that you have to go to in cameras', 'start': 268.49, 'duration': 8.76}, {'text': 'in the option 56 point 4 where you can', 'start': 272.21, 'duration': 10.739}, {'text': 'change the details of keypad 52 this', 'start': 277.25, 'duration': 8.28}, {'text': 'option this option here for select', 'start': 282.949, 'duration': 6.961}, {'text': 'keypad address 52 if you go to menu 58', 'start': 285.53, 'duration': 7.35}, {'text': 'and select the keypad adjust 52 this', 'start': 289.91, 'duration': 5.25}, {'text': 'would be simpler if you actually do this', 'start': 292.88, 'duration': 3.84}, {'text': ""option when you're actually connected"", 'start': 295.16, 'duration': 3.509}, {'text': 'with the app you can actually get to', 'start': 296.72, 'duration': 3.96}, {'text': 'this menu easier as the app has to be', 'start': 298.669, 'duration': 3.9}, {'text': 'connected to change this option', 'start': 300.68, 'duration': 3.389}, {'text': ""otherwise it will just say that it's"", 'start': 302.569, 'duration': 5.761}, {'text': 'invalid basically what you need to do is', 'start': 304.069, 'duration': 7.951}, {'text': 'you need to set it so that the a key is', 'start': 308.33, 'duration': 10.17}, {'text': 'set to instant set and the B button is', 'start': 312.02, 'duration': 10.429}, {'text': 'set to part set and that will then', 'start': 318.5, 'duration': 8.37}, {'text': 'Allies disarm the system instantly and', 'start': 322.449, 'duration': 6.671}, {'text': 'then it will give you the different icon', 'start': 326.87, 'duration': 4.7}, {'text': 'on the screen on your app to show you', 'start': 329.12, 'duration': 5.18}, {'text': ""that it's absolutely armed or disarmed"", 'start': 331.57, 'duration': 5.589}, {'text': 'just remember that this menu is easier', 'start': 334.3, 'duration': 4.869}, {'text': 'to get to if you using the up and it has', 'start': 337.159, 'duration': 3.48}, {'text': 'to be connected at the time of the wires', 'start': 339.169, 'duration': 7.021}, {'text': ""52 won't be there once you've and your"", 'start': 340.639, 'duration': 7.231}, {'text': ""system and you've logged out when you"", 'start': 346.19, 'duration': 4.08}, {'text': ""log back in you'll see this screen which"", 'start': 347.87, 'duration': 4.62}, {'text': 'is showing you that the system is now', 'start': 350.27, 'duration': 7.679}, {'text': ""actually set and this one's your icon"", 'start': 352.49, 'duration': 8.07}, {'text': 'for it being on set so hope that was of', 'start': 357.949, 'duration': 5.9}, {'text': 'use to you thanks', 'start': 360.56, 'duration': 3.289}]"
xWTb,4hb2l_j7w3w,[2872],"[{'text': 'October 2015 the end of the swipe and', 'start': 30.59, 'duration': 7.06}, {'text': 'sign credit card every credit card in', 'start': 34.62, 'duration': 6.42}, {'text': 'the US will be replaced by October 2015', 'start': 37.65, 'duration': 6.0}, {'text': 'with new cards that contain the chip and', 'start': 41.04, 'duration': 4.44}, {'text': 'pin technology that the rest of the', 'start': 43.65, 'duration': 4.35}, {'text': 'world has had for years according to The', 'start': 45.48, 'duration': 5.16}, {'text': 'Wall Street Journal both Visa and', 'start': 48.0, 'duration': 4.83}, {'text': 'MasterCard are committed to the switch', 'start': 50.64, 'duration': 4.68}, {'text': 'which will render extinct the plastic in', 'start': 52.83, 'duration': 5.13}, {'text': 'your wallets and purses right now no', 'start': 55.32, 'duration': 4.77}, {'text': 'more black magnetic stripes', 'start': 57.96, 'duration': 4.04}, {'text': 'no more signing on the dotted line', 'start': 60.09, 'duration': 5.76}, {'text': 'source the new M credit card system in', 'start': 62.0, 'duration': 5.77}, {'text': 'the u.s. is set to be rolled out by', 'start': 65.85, 'duration': 6.21}, {'text': 'October 2015 also going away is the', 'start': 67.77, 'duration': 6.81}, {'text': 'ability to sign for your purchases that', 'start': 72.06, 'duration': 6.0}, {'text': 'will no longer be necessary instead you', 'start': 74.58, 'duration': 5.64}, {'text': 'will enter a PIN to verify that you are', 'start': 78.06, 'duration': 3.41}, {'text': 'the holder of the card', 'start': 80.22, 'duration': 3.87}, {'text': 'removing the human element is one more', 'start': 81.47, 'duration': 4.84}, {'text': 'step in the march towards the mark of', 'start': 84.09, 'duration': 4.139}, {'text': ""the beast' system that will be in place"", 'start': 86.31, 'duration': 3.66}, {'text': 'during the tribulation under the', 'start': 88.229, 'duration': 5.461}, {'text': 'Antichrist obviously all this is leading', 'start': 89.97, 'duration': 6.75}, {'text': 'to a microchip being placed inside every', 'start': 93.69, 'duration': 5.219}, {'text': 'human being which would be the only way', 'start': 96.72, 'duration': 4.5}, {'text': 'to guarantee that your card will not be', 'start': 98.909, 'duration': 6.151}, {'text': 'lost or stolen alas for that day is', 'start': 101.22, 'duration': 6.84}, {'text': 'great so that none is like it it is even', 'start': 105.06, 'duration': 5.7}, {'text': ""the time of Jacob's trouble but he shall"", 'start': 108.06, 'duration': 6.39}, {'text': 'be saved out of it Julie Mia 37', 'start': 110.76, 'duration': 7.77}, {'text': 'KJV make no mistake about it this will', 'start': 114.45, 'duration': 6.599}, {'text': 'happen within our lifetime within our', 'start': 118.53, 'duration': 4.92}, {'text': 'generation we are the generation that', 'start': 121.049, 'duration': 4.351}, {'text': 'will see the rapture of the Church of', 'start': 123.45, 'duration': 4.529}, {'text': 'Jesus Christ and the unsaved who will', 'start': 125.4, 'duration': 5.339}, {'text': 'experience the time of Jacob s troubled', 'start': 127.979, 'duration': 6.031}, {'text': 'it will follow that event just like God', 'start': 130.739, 'duration': 6.421}, {'text': 'used Noah to warn the people for 120', 'start': 134.01, 'duration': 5.46}, {'text': 'years and then in an instant sent the', 'start': 137.16, 'duration': 4.47}, {'text': 'first drop of rain that began the flood', 'start': 139.47, 'duration': 4.629}, {'text': 'so now is God using his', 'start': 141.63, 'duration': 5.29}, {'text': 'his Watchmen too warm and warm and warm', 'start': 144.099, 'duration': 4.92}, {'text': 'until you are nearly exhausted from', 'start': 146.92, 'duration': 5.549}, {'text': 'hearing about it until guess what comes', 'start': 149.019, 'duration': 7.05}, {'text': 'next we have corrected this article to', 'start': 152.469, 'duration': 5.52}, {'text': 'reflect the fact that customers will', 'start': 156.069, 'duration': 4.111}, {'text': 'still be able to sign for credit card', 'start': 157.989, 'duration': 6.78}, {'text': 'payments after October 2015 it has a', 'start': 160.18, 'duration': 7.139}, {'text': 'payment ritual as familiar as handing', 'start': 164.769, 'duration': 5.61}, {'text': 'over a $20 bill and it has soon to go', 'start': 167.319, 'duration': 5.67}, {'text': 'extinct prepare to say farewell to the', 'start': 170.379, 'duration': 4.711}, {'text': 'swipe and sign of a credit card', 'start': 172.989, 'duration': 5.4}, {'text': 'transaction beginning later next year', 'start': 175.09, 'duration': 6.289}, {'text': 'you will stop swiping the credit card', 'start': 178.389, 'duration': 6.0}, {'text': 'instead you will insert your card into a', 'start': 181.379, 'duration': 5.711}, {'text': 'slot just like people do in much of the', 'start': 184.389, 'duration': 4.8}, {'text': 'rest of the world where the machine will', 'start': 187.09, 'duration': 4.709}, {'text': 'read a microchip not a magnetic stripe', 'start': 189.189, 'duration': 5.19}, {'text': 'you ll still be signing for the time', 'start': 191.799, 'duration': 5.041}, {'text': 'being but the new system also enables', 'start': 194.379, 'duration': 5.22}, {'text': 'the use of pin numbers if card issuers', 'start': 196.84, 'duration': 6.03}, {'text': 'decide to add them to their cards the', 'start': 199.599, 'duration': 5.67}, {'text': 'u.s. is the last major market to still', 'start': 202.87, 'duration': 4.649}, {'text': 'use the old-fashioned swipe and sign', 'start': 205.269, 'duration': 4.68}, {'text': 'system and it has a big reason while', 'start': 207.519, 'duration': 4.59}, {'text': 'almost half the world s credit card', 'start': 209.949, 'duration': 4.68}, {'text': 'fraud happens in America despite the', 'start': 212.109, 'duration': 5.011}, {'text': 'country being home to about a quarter of', 'start': 214.629, 'duration': 6.0}, {'text': 'all credit card transactions the recent', 'start': 217.12, 'duration': 6.149}, {'text': 'large-scale theft of credit card data', 'start': 220.629, 'duration': 4.98}, {'text': 'from retailers including Target or', 'start': 223.269, 'duration': 4.321}, {'text': 'Neyman Marcus brought the issue more', 'start': 225.609, 'duration': 4.59}, {'text': 'mainstream attention leading to a Senate', 'start': 227.59, 'duration': 4.97}, {'text': 'Judiciary Committee hearing this week', 'start': 230.199, 'duration': 4.951}, {'text': 'executives told the Senators that once', 'start': 232.56, 'duration': 4.66}, {'text': 'the country transitions to the new', 'start': 235.15, 'duration': 4.32}, {'text': 'system which includes credit cards', 'start': 237.22, 'duration': 4.28}, {'text': 'embedded with a microchip containing', 'start': 239.47, 'duration': 4.409}, {'text': ""security data Lee's kind of hacking"", 'start': 241.5, 'duration': 4.629}, {'text': 'attacks will be much more difficult to', 'start': 243.879, 'duration': 5.7}, {'text': 'pull off and that no man might buy or', 'start': 246.129, 'duration': 6.06}, {'text': 'sell save he that had the mark or the', 'start': 249.579, 'duration': 4.951}, {'text': 'name of the beast or the number of his', 'start': 252.189, 'duration': 3.02}, {'text': 'name', 'start': 254.53, 'duration': 11.49}, {'text': 'revelation 13 17 KJV thank you for', 'start': 255.209, 'duration': 13.45}, {'text': 'watching please subscribe to us on', 'start': 266.02, 'duration': 5.85}, {'text': 'YouTube Facebook and Twitter you can', 'start': 268.659, 'duration': 5.87}, {'text': 'visit us on www.ravistailor.com', 'start': 271.87, 'duration': 2.659}]"
pZTb,WvuuRP_Q-pU,"[0, 1, 219]",
kSTb,sS8yVSkhMj8,"[26, 130, 808]",
WITb,9rI2roXy9Xg,"[62, 270, 1311]","[{'text': 'greetings and welcome to tool repair', 'start': 0.469, 'duration': 7.18}, {'text': 'Sundays literally we repair this time', 'start': 4.02, 'duration': 6.63}, {'text': ""more like a modification I've been"", 'start': 7.649, 'duration': 4.561}, {'text': 'thinking about doing this because these', 'start': 10.65, 'duration': 4.35}, {'text': 'are this is a numeral check they give', 'start': 12.21, 'duration': 4.829}, {'text': 'you with the cars and oil I always keep', 'start': 15.0, 'duration': 4.949}, {'text': 'them because they they always handy so', 'start': 17.039, 'duration': 6.48}, {'text': ""I'm gonna gonna teach you how to turn"", 'start': 19.949, 'duration': 6.24}, {'text': 'one of these which are very hard to', 'start': 23.519, 'duration': 6.691}, {'text': 'crank and really slow into a hair power', 'start': 26.189, 'duration': 7.981}, {'text': ""the little jack it's always needy I use"", 'start': 30.21, 'duration': 5.759}, {'text': 'them because my car is too low and I', 'start': 34.17, 'duration': 5.76}, {'text': ""kind of get ya can't get the large blue"", 'start': 35.969, 'duration': 8.011}, {'text': ""jack there underneath so I'll always try"", 'start': 39.93, 'duration': 7.08}, {'text': 'one of these with a lot maybe two or', 'start': 43.98, 'duration': 4.829}, {'text': 'three 70 meters and then I can get the', 'start': 47.01, 'duration': 4.29}, {'text': ""the larger one in there but it's always"", 'start': 48.809, 'duration': 5.971}, {'text': ""a long and painful so I'm gonna gonna"", 'start': 51.3, 'duration': 5.79}, {'text': 'turn this jack into your hair powered', 'start': 54.78, 'duration': 4.709}, {'text': ""one I'm gonna put it not well done up on"", 'start': 57.09, 'duration': 5.64}, {'text': ""there and then I'm gonna use a hair"", 'start': 59.489, 'duration': 6.151}, {'text': 'powered ratchet or impact gun to to', 'start': 62.73, 'duration': 5.1}, {'text': ""drive it so that's what I'm gonna do"", 'start': 65.64, 'duration': 7.08}, {'text': 'so he goes already cut off your ears so', 'start': 67.83, 'duration': 7.23}, {'text': 'I just need a little bit of grinding', 'start': 72.72, 'duration': 5.329}, {'text': 'bring it down a little bit', 'start': 75.06, 'duration': 2.989}, {'text': ""turn a little bit of sandblasting it's"", 'start': 129.28, 'duration': 5.61}, {'text': 'all nice and clean', 'start': 131.93, 'duration': 2.96}, {'text': 'here you go just cleaned up the slag', 'start': 281.169, 'duration': 8.081}, {'text': ""because this is flux core and it's"", 'start': 286.599, 'duration': 6.551}, {'text': 'either these are all sort of little', 'start': 289.25, 'duration': 6.419}, {'text': 'middle dots everywhere so I had to clean', 'start': 293.15, 'duration': 6.57}, {'text': ""it up yeah so works so we're gonna test"", 'start': 295.669, 'duration': 6.201}, {'text': 'it', 'start': 299.72, 'duration': 2.15}, {'text': 'works now with a big guy I said it works', 'start': 308.19, 'duration': 23.11}, {'text': 'hey I want it there you go', 'start': 323.759, 'duration': 14.081}, {'text': 'oh yeah so uh hope you like tool repairs', 'start': 331.3, 'duration': 10.17}, {'text': ""Sundays today I'll try to do more trying"", 'start': 337.84, 'duration': 6.0}, {'text': ""to do one a week what I've been busy"", 'start': 341.47, 'duration': 5.94}, {'text': 'with the new vehicles who are probably', 'start': 343.84, 'duration': 6.509}, {'text': 'gonna have a video soon on that one as', 'start': 347.41, 'duration': 8.099}, {'text': ""well but for now it's back to uh back to"", 'start': 350.349, 'duration': 9.361}, {'text': ""bloody works yeah that's where I am"", 'start': 355.509, 'duration': 9.301}, {'text': 'right now should be the last the last', 'start': 359.71, 'duration': 8.85}, {'text': ""code because at this point I'm just"", 'start': 364.81, 'duration': 8.91}, {'text': 'filling up small holes and details yeah', 'start': 368.56, 'duration': 7.829}, {'text': 'there was details of take 90% of the', 'start': 373.72, 'duration': 8.64}, {'text': 'time gonna keep working on that and help', 'start': 376.389, 'duration': 7.231}, {'text': 'to you see you soon', 'start': 382.36, 'duration': 6.66}, {'text': ""oh I'm almost cut try to let people know"", 'start': 383.62, 'duration': 8.609}, {'text': ""that you've tinkered with so a little"", 'start': 389.02, 'duration': 6.209}, {'text': 'bit of a or range safety paint so that', 'start': 392.229, 'duration': 5.43}, {'text': ""these are made people wonder what's"", 'start': 395.229, 'duration': 5.011}, {'text': ""going on with it so I'm the only one"", 'start': 397.659, 'duration': 5.301}, {'text': 'using it but in case of H points', 'start': 400.24, 'duration': 4.26}, {'text': ""anyone's try it"", 'start': 402.96, 'duration': 3.85}, {'text': ""Lisa let them know where it's not"", 'start': 404.5, 'duration': 4.699}, {'text': 'factory', 'start': 406.81, 'duration': 2.389}]"
96Tb,9tUOYjzKi4w,[99],
7UTb,9uW1rwCKy5M,[5],
zSTb,mKKmeltQSck,[0],"[{'text': '[Applause]', 'start': 28.85, 'duration': 3.139}, {'text': '[Applause]', 'start': 44.66, 'duration': 3.19}, {'text': '[Music]', 'start': 149.38, 'duration': 3.05}, {'text': ""welcome you're in you have access"", 'start': 161.81, 'duration': 5.55}, {'text': '[Applause]', 'start': 179.05, 'duration': 3.179}, {'text': '[Applause]', 'start': 263.31, 'duration': 3.079}, {'text': ""you've tapped into a hard line Dropbox"", 'start': 300.9, 'duration': 4.75}, {'text': 'do not leave a message', 'start': 303.61, 'duration': 6.54}, {'text': 'use code nine four to repeat nine four', 'start': 305.65, 'duration': 6.53}, {'text': 'two', 'start': 310.15, 'duration': 2.03}]"
tuTb,xxzgCb5-OuU,"[66, 293]",
T9Tb,e-4H1RiAhik,"[2, 7, 283, 413]",
kNTb,AGHclnjJ5-4,"[2, 30, 55]",
oVTb,AIY41trrLzo,[329],
YHTb,AT2HmP5ZwXk,[3],
FkTb,ATpvKN5c6RI,"[2, 7, 116, 174]",
s4Tb,,[974],
q8Tb,,"[24, 74, 187, 736, 914]",
1LTb,XvMrXVx1Kk0,"[0, 68, 72, 98]",
aETb,DJLWgR2k69o,[6],
eoTb,tsGHTTd9EPg,"[66, 332, 521]",
GETb,FJxhOnJqLjs,"[0, 1, 357, 372, 1359]","[{'text': ""hey this is MDK today I'm going to show"", 'start': 8.64, 'duration': 4.05}, {'text': 'you how to do an out legal issues in the', 'start': 11.16, 'duration': 5.03}, {'text': '45 registration potions that you make I', 'start': 12.69, 'duration': 5.76}, {'text': 'recommend a high skill level and', 'start': 16.19, 'duration': 5.26}, {'text': 'submitting enchanting and alchemy before', 'start': 18.45, 'duration': 8.01}, {'text': 'you start this for quickest results you', 'start': 21.45, 'duration': 6.66}, {'text': 'need the raw ingredients to make a', 'start': 26.46, 'duration': 3.27}, {'text': 'fortified registration potion and', 'start': 28.11, 'duration': 5.4}, {'text': 'fortify enchanting potion you need a set', 'start': 29.73, 'duration': 5.67}, {'text': 'of smithing equipment and instead of', 'start': 33.51, 'duration': 3.78}, {'text': 'alchemy equipment and my smithing', 'start': 35.4, 'duration': 3.66}, {'text': ""equipment stowed away right now I'll"", 'start': 37.29, 'duration': 3.63}, {'text': 'bring that out when I show the example', 'start': 39.06, 'duration': 3.929}, {'text': 'but for now you want to go ahead and', 'start': 40.92, 'duration': 3.84}, {'text': 'equipped all your alchemy equipment i', 'start': 42.989, 'duration': 4.05}, {'text': 'recommend high enchantments and', 'start': 44.76, 'duration': 4.02}, {'text': 'twenty-nine percent is actually the', 'start': 47.039, 'duration': 5.491}, {'text': 'highest you can get legitimately so once', 'start': 48.78, 'duration': 4.98}, {'text': 'you have that equip go to your alchemy', 'start': 52.53, 'duration': 3.779}, {'text': 'lab go all the way down to 45', 'start': 53.76, 'duration': 5.419}, {'text': 'restoration', 'start': 56.309, 'duration': 2.87}, {'text': 'then make a single person as you can see', 'start': 62.98, 'duration': 7.59}, {'text': ""it's one hundred and thirty percent you"", 'start': 66.31, 'duration': 7.29}, {'text': 'want to drink that potion that is', 'start': 70.57, 'duration': 6.69}, {'text': 'actually a test potion there it drinks a', 'start': 73.6, 'duration': 5.85}, {'text': 'hundred thirty percent potion you want', 'start': 77.26, 'duration': 4.17}, {'text': 'to resync all your armor by unequip ting', 'start': 79.45, 'duration': 9.12}, {'text': ""it Andrea quipping it if you didn't do"", 'start': 81.43, 'duration': 8.85}, {'text': 'this all your equipment would actually', 'start': 88.57, 'duration': 6.87}, {'text': 'still be twenty-nine percent so you go', 'start': 90.28, 'duration': 8.82}, {'text': 'back to your alchemy lab go all the way', 'start': 95.44, 'duration': 5.34}, {'text': 'back down the foot five registration', 'start': 99.1, 'duration': 5.01}, {'text': 'potion do it all over again you can see', 'start': 100.78, 'duration': 6.96}, {'text': ""it's five hundred six percent you can"", 'start': 104.11, 'duration': 7.25}, {'text': 'keep doing this as often as you want', 'start': 107.74, 'duration': 3.62}, {'text': 'like I can tell you right now that it', 'start': 113.64, 'duration': 9.58}, {'text': 'can make the game a lot less fun you go', 'start': 116.289, 'duration': 19.321}, {'text': 'ahead Requip all your equipment again no', 'start': 123.22, 'duration': 13.94}, {'text': 'go ahead and make a four or five', 'start': 135.61, 'duration': 5.73}, {'text': ""restoration potion again we're going to"", 'start': 137.16, 'duration': 6.96}, {'text': 'do this one more time', 'start': 141.34, 'duration': 2.78}, {'text': 'now I want to go ahead and make a', 'start': 160.299, 'duration': 4.961}, {'text': 'fortify enchanting potion and this will', 'start': 162.98, 'duration': 7.709}, {'text': 'be used later they actually might want', 'start': 165.26, 'duration': 7.49}, {'text': ""to make a few since you'll be making"", 'start': 170.689, 'duration': 5.67}, {'text': 'probably a full set of armor and weapons', 'start': 172.75, 'duration': 6.31}, {'text': 'they probably need a couple to get them', 'start': 176.359, 'duration': 5.791}, {'text': ""all done I'm just going to make one for"", 'start': 179.06, 'duration': 8.399}, {'text': 'a test sample now you want to go ahead', 'start': 182.15, 'duration': 8.55}, {'text': ""and switch to your smithing armor so I'm"", 'start': 187.459, 'duration': 5.9}, {'text': 'grabbing right now', 'start': 190.7, 'duration': 2.659}, {'text': 'and you want to go ahead and clip that', 'start': 196.81, 'duration': 5.48}, {'text': 'before your effects for an out', 'start': 198.43, 'duration': 3.86}, {'text': ""so I'm going to go ahead by a test"", 'start': 221.08, 'duration': 6.42}, {'text': ""weapon S&D I don't claimed take a look"", 'start': 223.22, 'duration': 7.32}, {'text': 'make sure she has the ingredients for', 'start': 227.5, 'duration': 7.599}, {'text': ""that oh I'm not a good look I'm gonna go"", 'start': 230.54, 'duration': 6.12}, {'text': ""ahead and buy a glass dagger don't"", 'start': 235.099, 'duration': 3.241}, {'text': 'forget to check inside the shop all my', 'start': 236.66, 'duration': 10.2}, {'text': 'weapons equipped already Ashley I could', 'start': 238.34, 'duration': 13.38}, {'text': 'upgrade that blattner actually surprised', 'start': 246.86, 'duration': 6.33}, {'text': ""that that's not going off that much"", 'start': 251.72, 'duration': 4.62}, {'text': 'probably because the armor and the fact', 'start': 253.19, 'duration': 7.199}, {'text': ""that I'll use to 80 weapons sorry too"", 'start': 256.34, 'duration': 7.95}, {'text': 'two-handed weapons so as you can see the', 'start': 260.389, 'duration': 8.25}, {'text': ""damage is godlike it's really game"", 'start': 264.29, 'duration': 11.58}, {'text': ""breaking I'm just going to go up here go"", 'start': 268.639, 'duration': 10.5}, {'text': 'to and out that an enchanter I already', 'start': 275.87, 'duration': 6.08}, {'text': 'did balcony', 'start': 279.139, 'duration': 2.811}, {'text': 'now I can go ahead and drink my chin', 'start': 300.07, 'duration': 8.89}, {'text': 'concussion five hundred forty-one', 'start': 306.95, 'duration': 8.91}, {'text': ""percent into the ark an enchanter let's"", 'start': 308.96, 'duration': 8.46}, {'text': ""pick out my class tiger and I'm do"", 'start': 315.86, 'duration': 3.21}, {'text': 'dragons reach to discuss the ongoing', 'start': 317.42, 'duration': 3.87}, {'text': ""we'll just do is or pal offender the"", 'start': 319.07, 'duration': 5.81}, {'text': 'great warm as they are the charges', 'start': 321.29, 'duration': 3.59}, {'text': 'paralyzed it seems this damnable', 'start': 326.59, 'duration': 4.81}, {'text': ""conflict has claimed everyone's passion"", 'start': 329.21, 'duration': 4.86}, {'text': ""actually I don't have any soldier MZ I"", 'start': 331.4, 'duration': 4.62}, {'text': ""can't really finish that but you can see"", 'start': 334.07, 'duration': 6.27}, {'text': 'the results the good an idea of you know', 'start': 336.02, 'duration': 6.75}, {'text': ""but it's capable of oh go ahead kill"", 'start': 340.34, 'duration': 5.16}, {'text': 'some people here I hate this guy unless', 'start': 342.77, 'duration': 5.9}, {'text': 'he talks way too much', 'start': 345.5, 'duration': 3.17}, {'text': ""that's how to get God weapons and"", 'start': 361.81, 'duration': 6.55}, {'text': 'equipment I hope you enjoyed the video', 'start': 363.98, 'duration': 11.54}, {'text': 'and go ahead kick some ass enjoy hi', 'start': 368.36, 'duration': 7.16}, {'text': 'you', 'start': 381.27, 'duration': 2.06}]"
3UTb,aYyTsLT0WOg,"[28, 1253]",
IJTb,adn0h9dFlgU,"[0, 26, 130, 379, 593]",
jATb,u1aMhsXmXtE,"[0, 1, 5, 69, 144, 378]",
lETb,RXW6oMLA9iA,[146],
5YTb,NPs-cZD65b8,"[0, 1, 5]",
AjTb,NT7xIujVTxo,"[0, 1, 183]",
uhTb,4YTzlNpN8Yc,[828],
0eTb,-5cZ_Nenu1Y,[12],
fKTb,tTFNpj9ZkNw,[3094],
OxTb,tVPksO4AzPY,[1363],
